question,party_name,comment_text
Należy ograniczyć uprawnienia służb specjalnych w zakresie śledzenia aktywności obywateli w Internecie.,KW Nowa Lewica,"Wprowadzimy realny nadzór sądowy nad czynnościami operacyjnymi. Włączymy Rzecznika Praw Obywatelskich w szeroki nadzór nad służbami specjalnymi. Utworzymy Agencję Cyberbezpieczeństwa, która skoordynuje krajowy system ochrony cyberprzestrzeni. Wzmocnimy finansowo i kadrowo Urząd Ochrony Danych Osobowych. Wprowadzimy pakiet rozwiązań przeciwdziałających inwigilacji i nielegalnemu wykorzystywaniu danych osobowych przez służby państwowe i prywatne korporacje."
"Unia Europejska powinna mieć mniejszy wpływ na polską politykę
wewnętrzną.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Należy zwiększyć transfery społeczne, by ograniczyć skutki inflacji dla
obywateli.",KW Konfederacja Wolność i Niepodległość,Zwiększanie transferów społecznych tylko powiększy inflację i uderzy we wszystkich Polaków.
"Państwo powinno finansować prywatne wizyty u lekarzy specjalistów,
jeśli czas oczekiwania w publicznej placówce przekracza trzy miesiące.",KW Konfederacja Wolność i Niepodległość,"Zamiast łatania gigantycznym kosztem niedziałającego systemu, Konfederacja proponuje głęboką systemową reformę ochrony zdrowia - likwidację monopolu NFZ i możliwość przepisania się (bez żadnych dodatkowych opłat) do innego ubezpieczyciela, który będzie gwarantował ten sam koszyk świadczeń co NFZ."
"Państwo powinno zapewnić bezpłatne miejsce w żłobku dla każdego
dziecka.",KW Konfederacja Wolność i Niepodległość,"Państwo nie powinno samo zajmować się budowaniem i prowadzeniem żłobków. Program Konfederacji przewiduje przyznanie na każde dziecko bonu opiekuńczo-edukacyjnego, który rodzice będą mogli wykorzystać na wykupienie miejsca w żłobku lub zapewnienie dziecku innej formy opieki. W ten sposób dzieciom zostanie zapewniona bezpłatna lub niskopłatna opieka, a rodzice będą mogli swobodnie korzystać z innych form opieki niż żłobki."
"Szkoły powinny mieć większą swobodę w doborze treści poruszanych
w programie nauczania.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
Państwo powinno budować mieszkania niskoczynszowe na wynajem.,KW Konfederacja Wolność i Niepodległość,"Państwo nie powinno się samo zajmować się budowaniem bloków, bo będzie robiło to drogo i źle. Zadaniem państwa jest stworzenie dobrych warunków do budowania nowych mieszkań przez prywatnych inwestorów - ograniczenie biurokracji, likwidacja zbędnych wymogów i obniżenie kosztów podatkowych. W programie Konfederacji przedstawiliśmy konkretne wyliczenia, jak dzięki temu można obniżyć ceny mieszkań o 30%."
Należy podwyższyć podatki dla najlepiej zarabiających osób.,KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Należy wprowadzić możliwość przejścia na wcześniejszą emeryturę
dla osób, które przepracowały określoną liczbę lat, niezależnie od ich wieku.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
Należy zliberalizować prawo aborcyjne.,KW Konfederacja Wolność i Niepodległość,"Ułatwienia w zabijaniu dzieci nienarodzonych to nie ""liberalizacja"". Każde dziecko ma prawo do życia."
"Wszyscy przedsiębiorcy powinni płacić składkę zdrowotną tej samej
wysokości niezależnie od dochodu.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Wynik każdego referendum ogólnokrajowego powinien być wiążący
niezależnie od frekwencji.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Polska powinna przyjąć rozwiązania dotyczące relokacji migrantów
przyjęte przez Unię Europejską.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Należy wzmocnić niezależność władzy sądowniczej od parlamentu
i rządu.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Udział wydatków na obronność w PKB Polski powinien być dalej
zwiększany.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Należy zwiększyć kompetencje samorządów lokalnych kosztem
rządu centralnego.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Polska powinna odejść od wydobycia węgla nie później niż w 2040
roku.",KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
Polska powinna doprowadzić do zablokowania importu zboża z Ukrainy.,KW Konfederacja Wolność i Niepodległość,Pomaganie ukraińskim producentom zboża nie może się odbywać kosztem doprowadzania do upadku polskich gospodarstw rolnych.
Wartości chrześcijańskie powinny być podstawą polityki społecznej państwa.,KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
Należy ograniczyć finansowanie mediów publicznych z budżetu państwa.,KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
Należy ograniczyć uprawnienia służb specjalnych w zakresie śledzenia aktywności obywateli w Internecie.,KW Konfederacja Wolność i Niepodległość,Komitet nie udzielił komentarza.
"Unia Europejska powinna mieć mniejszy wpływ na polską politykę
wewnętrzną.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Wzrost gospodarczy i bezpieczeństwo Polski zależą od naszej przynależności do UE. Celem rządu powinno być zwiększenie wpływu Polski na politykę UE i w pełni wykorzystanie przynależności do UE dla rozwoju kraju, w tym skorzystanie z funduszy z UE, takich jak KPO."
"Należy zwiększyć transfery społeczne, by ograniczyć skutki inflacji dla
obywateli.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska jako priorytet traktuje walkę z inflacją i z utratą wartości oszczędności Polaków, a także zmniejszenie kosztów pracy. Jednak inflacja uderza szczególnie w emerytów dlatego KO proponuje dwukrotną waloryzację emerytur, jeśli inflacja przekroczy 5% w skali roku."
"Państwo powinno finansować prywatne wizyty u lekarzy specjalistów,
jeśli czas oczekiwania w publicznej placówce przekracza trzy miesiące.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska poprawi dostęp do lekarza znosząc limity NFZ w lecznictwie szpitalnym i zapewni bon na profilaktykę i leczenie stomatologiczne dzieci i młodzieży, który będzie pokrywał koszt wizyty w gabinecie prywatnym."
"Państwo powinno zapewnić bezpłatne miejsce w żłobku dla każdego
dziecka.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska proponuje program ""żłobek w każdej gminie"", który poprawi dostęp do gminnych żłobków. Równocześnie chcemy wprowadzić program ""Aktywna mama"", czyli 1500 zł miesięcznie dla kobiety, która po urlopie macierzyńskim chce wrócić do pracy. To pieniądze na opiekę nad dzieckiem: żłobek prywatny, nianię czy pomoc babci."
"Szkoły powinny mieć większą swobodę w doborze treści poruszanych
w programie nauczania.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska chce zwiększyć autonomię nauczycieli i szkół w kształtowaniu treści nauczania, wyborze lektur czy formie pracy z uczniem. Równocześnie chcemy odchudzić podstawy programowe i uczynić je bardziej praktycznymi, a mniej ideologicznymi."
Państwo powinno budować mieszkania niskoczynszowe na wynajem.,KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska proponuje 10 mld zł dla samorządów na rewitalizację pustostanów w celu zwiększenia puli mieszkań komunalnych na niskoczynszowy wynajem oraz 3 mld zł rocznie na budowę mieszkań przez TBSy. Wprowadzimy też program ""kredyt 0%"" ułatwiający zakup pierwszego mieszkania przez młodych Polaków."
Należy podwyższyć podatki dla najlepiej zarabiających osób.,KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska wprowadzi wyższą kwotę wolną od podatku, 60 tys. zł, tak żeby wszyscy Polacy płacili mniejszy podatek od swoich dochodów. Praca musi się opłacać."
"Należy wprowadzić możliwość przejścia na wcześniejszą emeryturę
dla osób, które przepracowały określoną liczbę lat, niezależnie od ich wieku.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Wszystko zależy od wymaganego stażu. Koalicja Obywatelska stworzy system zachęt finansowych, aby zwiększyć aktywność zawodową Polaków w wieku emerytalnym. Jeśli tego nie zrobimy, to emerytury będą coraz niższe, szczególnie kobiet, a składki dla pracujących coraz wyższe. Praca musi się opłacać. Zadbamy też o podwójną waloryzację emerytur, gdy inflacja przekracza 5%."
Należy zliberalizować prawo aborcyjne.,KKW Koalicja Obywatelska PO .N iPL Zieloni,"Aborcja do 12 tygodnia ciąży będzie legalna, bezpieczna i dostępna. Żaden szpital działający w ramach z NFZ nie będzie mógł zasłonić się klauzulą sumienia i odmówić zabiegu. Decyzja musi należeć do kobiety."
"Wszyscy przedsiębiorcy powinni płacić składkę zdrowotną tej samej
wysokości niezależnie od dochodu.",KKW Koalicja Obywatelska PO .N iPL Zieloni,Koalicja Obywatelska chce wrócić do ryczałtowego systemu płacenia składki zdrowotnej. Skończymy też z absurdem płacenia składki zdrowotnej od sprzedaży środków trwałych.
"Wynik każdego referendum ogólnokrajowego powinien być wiążący
niezależnie od frekwencji.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Referendum jest ważnym elementem demokracji, ale wobec możliwego nadużycia idei referendum przez władzę, możliwość bojkotu referendum jest też sposobem wyrażenia stosunku do pytań referendalnych, dlatego frekwencja ma znaczenie."
"Polska powinna przyjąć rozwiązania dotyczące relokacji migrantów
przyjęte przez Unię Europejską.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska zapewni finansowanie z Unii Europejskiej na obronę polskiej granicy z Białorusią. Polska powinna otrzymać z Unii Europejskiej pieniądze związane z finansowaniem pobytu w Polsce uchodźców z Ukrainy. Rząd musi przygotować wieloletnią strategię migracyjną zgodną z interesem gospodarczym Polski, ale także bezpieczeństwem Polek i Polaków. Polskie wizy nie mogą być towarem na czarnym rynku."
"Należy wzmocnić niezależność władzy sądowniczej od parlamentu
i rządu.",KKW Koalicja Obywatelska PO .N iPL Zieloni,Koalicja Obywatelska przywróci praworządność w Polsce. Trójpodział władzy jest podstawową zasadą państwa demokratycznego.
"Udział wydatków na obronność w PKB Polski powinien być dalej
zwiększany.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Wobec zagrożenia ze strony Rosji, Polska musi mieć silną armię. Przy zakupie uzbrojenia trzeba jednak uwzględnić offset, który umożliwi rozwój polskiego przemysłu zbrojeniowego. Równocześnie przy zakupie broni muszą zostać zachowane zasady przejrzystości procesu zakupu, a finansowanie go musi odbywać się pod kontrolą społeczną komisji Sejmu RP."
"Należy zwiększyć kompetencje samorządów lokalnych kosztem
rządu centralnego.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska widzi zaufanie Polaków do samorządu. Dlatego uważamy, że wiele zadań powinno być wraz z finansowaniem delegowanych do samorządów."
"Polska powinna odejść od wydobycia węgla nie później niż w 2040
roku.",KKW Koalicja Obywatelska PO .N iPL Zieloni,"Transformacja energetyczna to nie tylko szansa na niskie ceny prądu z odnawialnych źródeł energii, ale również szansa na rozwój przemysłowy Śląska. Polska musi postawić na sprawiedliwą transformację energetyczną, a każdy Polak może stać się prosumentem."
Polska powinna doprowadzić do zablokowania importu zboża z Ukrainy.,KKW Koalicja Obywatelska PO .N iPL Zieloni,"Polska powinna prowadzić aktywną politykę wewnątrz Unii Europejskiej w celu znalezienia sojuszników pozwalających na zablokowanie importu zboża na rynek Unii Europejskiej. Jednocześnie trzeba ułatwić tranzyt ukraińskiego zboża do krajów Afryki, którym grozi głód."
Wartości chrześcijańskie powinny być podstawą polityki społecznej państwa.,KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska jest za rozdziałem kościoła i państwa. Każdej osobie wierzącej należy się szacunek i prawo do kultywowania swojej religii, ale przekonania religijne nie mogą decydować o stanowieniu prawa."
Należy ograniczyć finansowanie mediów publicznych z budżetu państwa.,KKW Koalicja Obywatelska PO .N iPL Zieloni,2 mld zł zaoszczędzone z finansów przeznaczonych na telewizję publiczną powinny zostać przeznaczone na nowoczesne leki onkologiczne.
Należy ograniczyć uprawnienia służb specjalnych w zakresie śledzenia aktywności obywateli w Internecie.,KKW Koalicja Obywatelska PO .N iPL Zieloni,"Koalicja Obywatelska jest za zwiększeniem kontroli sądowej nad stosowaniem inwigilacji w stosunku do obywateli. Równocześnie znajdziemy winnych i wyjaśnimy szczegóły afery wykorzystania oprogramowania Pegasus w stosunku do osób nieprzychylnych rządowi PiS, w tym w stosunku do polityków opozycji."
"Unia Europejska powinna mieć mniejszy wpływ na polską politykę
wewnętrzną.",KW Polska Jest Jedna,"Stoimy na stanowisku, że Polska powinna współpracować ze wszystkimi Państwami uwzględniając w pierwszej kolejności dobro interesu naszego kraju. Rząd tworzony przez partię Polska Jest Jedna, niezależnie od preferencji członków Unii Europejskiej będzie prowadził aktywną ochronę polskiej gospodarki oraz dbał o niezależność energetyczną. Nasze stanowisko w wyżej wymienionej kwestii nie będzie podlegało negocjacji. Wszelkie niekorzystne dla naszego kraju decyzje UE będą przez partię PJJ stanowczo odrzucane niezależnie od ewentualnych, wysuniętych przez Unię Europejską konsekwencji. Dla nas na pierwszym miejscu jest i zawsze pozostanie gospodarcza oraz energetyczna niepodległość Polski."
"Należy zwiększyć transfery społeczne, by ograniczyć skutki inflacji dla
obywateli.",KW Polska Jest Jedna,"Realizując program gospodarczy i energetyczny proponowany przez PJJ Państwo Polskie będzie stać na finansowanie programów socjalnych ze środków przez państwo wypracowanych, a nie pochodzących z kredytów, pożyczek i obligacji zwiększających tą inflację."
"Państwo powinno finansować prywatne wizyty u lekarzy specjalistów,
jeśli czas oczekiwania w publicznej placówce przekracza trzy miesiące.",KW Polska Jest Jedna,"Tak, do momentu usprawnienia służby zdrowia zapewniającego szybką i bezpłatną obsługę wszystkich pacjentów."
"Państwo powinno zapewnić bezpłatne miejsce w żłobku dla każdego
dziecka.",KW Polska Jest Jedna,Pomoc Rodzinie również w postaci sprawnie i bezpłatnie działających żłobków jest naszym priorytetem.
"Szkoły powinny mieć większą swobodę w doborze treści poruszanych
w programie nauczania.",KW Polska Jest Jedna,Komitet nie udzielił komentarza.
Państwo powinno budować mieszkania niskoczynszowe na wynajem.,KW Polska Jest Jedna,"Państwo powinno budować mieszkania niskoczynszowe na wynajem, zapewniając możliwość wykupu takiego mieszkania na korzystnych warunkach."
Należy podwyższyć podatki dla najlepiej zarabiających osób.,KW Polska Jest Jedna,Nie będziemy karać za operatywność i przedsiębiorczość.
"Należy wprowadzić możliwość przejścia na wcześniejszą emeryturę
dla osób, które przepracowały określoną liczbę lat, niezależnie od ich wieku.",KW Polska Jest Jedna,Komitet nie udzielił komentarza.
Należy zliberalizować prawo aborcyjne.,KW Polska Jest Jedna,Polska Jest Jedna jest za bezwzględną ochroną życia od poczęcia do naturalnej śmierci.
"Wszyscy przedsiębiorcy powinni płacić składkę zdrowotną tej samej
wysokości niezależnie od dochodu.",KW Polska Jest Jedna,Proponujemy obniżoną składkę zdrowotną od przychodu. 300 zł przy rocznych przychodach do 500 tyś. złotych oraz 600 zł powyżej 500 tyś. złotych rocznie.
"Wynik każdego referendum ogólnokrajowego powinien być wiążący
niezależnie od frekwencji.",KW Polska Jest Jedna,Komitet nie udzielił komentarza.
"Polska powinna przyjąć rozwiązania dotyczące relokacji migrantów
przyjęte przez Unię Europejską.",KW Polska Jest Jedna,"Polska jest suwerennym krajem i ma prawo do ochrony Polskiej kultury i tradycji oraz wartości chrześcijańskich i narodowych. Nie zgadzamy się, aby jakiekolwiek rozwiązania w tym temacie były nam narzucane przez UE."
"Należy wzmocnić niezależność władzy sądowniczej od parlamentu
i rządu.",KW Polska Jest Jedna,Komitet nie udzielił komentarza.
"Udział wydatków na obronność w PKB Polski powinien być dalej
zwiększany.",KW Polska Jest Jedna,Stawiamy na odbudowę Polskiego przemysłu zbrojeniowego i lokowanie wydatków na obronność w naszym kraju.
"Należy zwiększyć kompetencje samorządów lokalnych kosztem
rządu centralnego.",KW Polska Jest Jedna,Komitet nie udzielił komentarza.
"Polska powinna odejść od wydobycia węgla nie później niż w 2040
roku.",KW Polska Jest Jedna,"Wraz ze wzrostem światowego zapotrzebowania na węgiel, wzrasta światowe wydobycie węgla. Niemcy likwidują farmy wiatrowe w celu rozbudowy kopalni węgla. Polska ma 85% zasobów węgla całej UE. Możemy zmniejszać zużycie węgla na rzecz innych źródeł energii, jednak wydobycie węgla i jego eksport jest naszym priorytetem."
Polska powinna doprowadzić do zablokowania importu zboża z Ukrainy.,KW Polska Jest Jedna,Państwo Polskie w pierwszej kolejności powinno zaspokajać swoje potrzeby u Polskich rolników we wszystkie możliwe produkty.
Wartości chrześcijańskie powinny być podstawą polityki społecznej państwa.,KW Polska Jest Jedna,"Historia Polski i chrześcijaństwa są ze sobą powiązane od 1000 lat, na tym fundamencie wiary została zbudowana nasza ojczyzna. Wartości chrześcijańskie są ponadczasowe i ponadnarodowe, zatem jak najbardziej powinny być podstawą wszelkich działań podejmowanych przez państwo, zwłaszcza w kwestiach solidarności społecznej wyrażone w polityce społecznej państwa."
Należy ograniczyć finansowanie mediów publicznych z budżetu państwa.,KW Polska Jest Jedna,Komitet nie udzielił komentarza.
Należy ograniczyć uprawnienia służb specjalnych w zakresie śledzenia aktywności obywateli w Internecie.,KW Polska Jest Jedna,"Media społecznościowe powinny być objęte specjalnymi ustawami chroniącymi uczestników. Służby mogą mieć uprawnienia nadawane przez sąd, tylko czasowo i w konkretnych sprawach."
"Unia Europejska powinna mieć mniejszy wpływ na polską politykę
wewnętrzną.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"W wielu kwestiach Unia Europejska zawodzi, jak choćby kwestia ukraińskiego zboża. 
Polska powinna mieć prawo do suwerennych decyzji."
"Należy zwiększyć transfery społeczne, by ograniczyć skutki inflacji dla
obywateli.",KW Bezpartyjni samorządowcy - Łączy nas Polska,Komitet nie udzielił komentarza.
"Państwo powinno finansować prywatne wizyty u lekarzy specjalistów,
jeśli czas oczekiwania w publicznej placówce przekracza trzy miesiące.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Jako Bezpartyjni Samorządowcy proponujemy, aby w przypadku wykupu prywatnych usług leczniczych istniała możliwość odliczenia w podatkach tzw. limitów kwot z jednoczesnym zachowaniem prawa do publicznej służby zdrowia."
"Państwo powinno zapewnić bezpłatne miejsce w żłobku dla każdego
dziecka.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"To ważne, aby każde dziecko miało równe szanse na rozwój i edukację, niezależnie od sytuacji materialnej rodziny. W trosce o komfort polskich rodzin proponujemy przyznanie ulgi podatkowej dla pracodawców, którzy utworzą żłobki i przedszkola, również żłobki i przedszkola przy uczelniach z myślą o matkach, które mają status studentek lub pracowników uczelni."
"Szkoły powinny mieć większą swobodę w doborze treści poruszanych
w programie nauczania.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Szkoły powinny mieć większą swobodę w doborze programów nauczania, co pozwoli na bardziej skuteczne zaadaptowanie ich do oczekiwań lokalnej społeczności i specyficznych lokalnych warunków. Normalna edukacja to edukacja oparta na zasadniczych kompetencjach społecznych, będących kluczem do sukcesu życiowego. Dziś młodzi Polacy, muszą zostać wyposażeni w umiejętność, m.in.: czytania ze zrozumieniem, dokonywania analizy tekstów, krytycznej oceny sytuacji i stanów faktycznych wraz ze zdolnością do przeprowadzenia analizy porównawczej. Kluczową kompetencją jest rozumowanie matematyczne, prowadzenia badań i symulacji, debaty wraz z opanowaniem sztuki retoryki, rozpoznawania dobra i zła, rozumowania logicznego czy uruchamiania procesów decyzyjnych."
Państwo powinno budować mieszkania niskoczynszowe na wynajem.,KW Bezpartyjni samorządowcy - Łączy nas Polska,Komitet nie udzielił komentarza.
Należy podwyższyć podatki dla najlepiej zarabiających osób.,KW Bezpartyjni samorządowcy - Łączy nas Polska,"Jako Bezpartyjni Samorządowcy wprowadzimy zerową stawkę podatku PIT dla wszystkich. Dzięki temu umożliwimy wzrost wynagrodzeń pracowniczych i emerytur oraz spadną koszty ponoszone przez pracodawców. Zaoszczędzone w ten sposób środki będą mogli przeznaczyć na inwestycje i rozwój swojej działalności gospodarczej, co spowoduje m.in. powstanie nowych miejsc pracy. Wyeliminujemy przy tym zbędną i kosztowną administrację, zatrudnioną do kontroli PIT, przez co usprawnimy polski system podatkowy."
"Należy wprowadzić możliwość przejścia na wcześniejszą emeryturę
dla osób, które przepracowały określoną liczbę lat, niezależnie od ich wieku.",KW Bezpartyjni samorządowcy - Łączy nas Polska,Komitet nie udzielił komentarza.
Należy zliberalizować prawo aborcyjne.,KW Bezpartyjni samorządowcy - Łączy nas Polska,"We wszystkich kwestiach światopoglądowych nie będzie obowiązywać w naszym środowisku tzw. „dyscyplina partyjna”, a do nich należy kwestia aborcji. Większość członków naszego środowiska uważa, że tzw. Kompromis aborcyjny funkcjonował dobrze. Jesteśmy za konstytucyjną ochroną życia i zdrowia zarówno matki jak i dziecka, dlatego uważamy, że decyzję w tak skomplikowanych i dramatycznych momentach powinni podejmować każdorazowo rodzice w konsultacji z lekarzem. Nie może być też tak jak jest w tym momencie, że lekarze obawiają się w krytycznych sytuacjach czy chronić życie matki, czy dziecka, a Polki boją się zajść w ciążę ze względu na to, że w razie niespodziewanych komplikacji tej ochrony od lekarzy nie uzyskają. Wszystkie radykalne rozwiązania są z gruntu złe i prowadzą do wypaczeń."
"Wszyscy przedsiębiorcy powinni płacić składkę zdrowotną tej samej
wysokości niezależnie od dochodu.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Składka zdrowotna stała się dodatkowym quasi-podatkiem zdrowotnym, który zdaniem Bezpartyjnych Samorządowców powinien zostać zlikwidowany. Składka zdrowotna nie może być opodatkowana. Jesteśmy za likwidacją obowiązku opłacania składki zdrowotnej przy jednoosobowej działalności gospodarczej jako drugim źródle dochodu."
"Wynik każdego referendum ogólnokrajowego powinien być wiążący
niezależnie od frekwencji.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Zorganizowanie wymaganej frekwencji jest bardzo trudne, a referendum jest prawem, nie obowiązkiem."
"Polska powinna przyjąć rozwiązania dotyczące relokacji migrantów
przyjęte przez Unię Europejską.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Polska pilnie potrzebuje jasnej i klarownej polityki migracyjnej. W określonych obszarach gospodarki brakuje pracowników. Przykładowo można wesprzeć sektor służby zdrowia oraz sektor budowniczy wyspecjalizowanymi pracownikami, którzy chcą mieszkać i pracować w Polsce."
"Należy wzmocnić niezależność władzy sądowniczej od parlamentu
i rządu.",KW Bezpartyjni samorządowcy - Łączy nas Polska,Jest to zapisane w konstytucji.
"Udział wydatków na obronność w PKB Polski powinien być dalej
zwiększany.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Silna, dobrze wyszkolona i wyposażona w najnowocześniejszy sprzęt armia to gwarancja bezpieczeństwa i suwerenności Polski."
"Należy zwiększyć kompetencje samorządów lokalnych kosztem
rządu centralnego.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Od lat jako Bezpartyjni Samorządowcy podkreślamy, że silny samorząd to silna Polska. Samorządy wielokrotnie udowodniły swoją skuteczność i realizację potrzeb Polaków. Praca blisko ludzi, angażowanie mieszkańców do współdecydowania o sprawach publicznych to najlepsza metoda budowania społeczeństwa obywatelskiego. Celem Bezpartyjnych Samorządowców jest umacnianie demokracji poprzez rosnącą podmiotowość wszystkich szczebli samorządu terytorialnego od gmin po samorządowe województwa."
"Polska powinna odejść od wydobycia węgla nie później niż w 2040
roku.",KW Bezpartyjni samorządowcy - Łączy nas Polska,"Odejście od węgla powinno nastąpić w momencie zapewnienia bezpieczeństwa energetycznego kraju. Jeśli do tego czasu powstaną elektrownie atomowe oraz rozwijane będą OZE, to możemy odejść od węgla."
Polska powinna doprowadzić do zablokowania importu zboża z Ukrainy.,KW Bezpartyjni samorządowcy - Łączy nas Polska,"Proponujemy wykorzystanie swoistego systemu tymczasowych kaucji zabezpieczających. Pozwoliłoby to z jednej strony nadal udrażniać ukraińskie korytarze zbożowe – co jest konieczne w kontekście rosyjskiej inwazji – z drugiej zaś zabezpieczyć interesy polskich rolników.
Ponadto rozwiązaniem pozwalającym na zabezpieczenie interesów zarówno ukraińskich eksporterów jak i polskich producentów zbóż jest wprowadzenie systemu zwrotnych tymczasowych kaucji zabezpieczających dla ukraińskich przedsiębiorstw. Zabezpieczenie miałoby charakter zwrotny i byłoby wypłacane niezwłocznie po tym, jak ukraińskie zboże opuściłoby terytorium RP."
Wartości chrześcijańskie powinny być podstawą polityki społecznej państwa.,KW Bezpartyjni samorządowcy - Łączy nas Polska,Komitet nie udzielił komentarza.
Należy ograniczyć finansowanie mediów publicznych z budżetu państwa.,KW Bezpartyjni samorządowcy - Łączy nas Polska,"Jako Bezpartyjni Samorządowcy uważamy, że telewizje lokalne powinny otrzymywać swoją część z abonamentu, jak i subwencji, którą otrzymuje w tej chwili Telewizja Polska. To właśnie lokalne media są najbliżej spraw mieszkańców i rzetelnie o nich informują."
Należy ograniczyć uprawnienia służb specjalnych w zakresie śledzenia aktywności obywateli w Internecie.,KW Bezpartyjni samorządowcy - Łączy nas Polska,"W Internecie powstaje bardzo dużo grup, których zadaniem jest budowanie napięć społecznych i które zagrażają bezpieczeństwu kraju."
